Latitude (decimal degrees):	33.651
Longitude (decimal degrees):	-117.710
Elevation (m):	113
Radiation database:	PVGIS-NSRDB


Slope: 34 deg. (optimum)
Azimuth: 9 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	100.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20150226:2200,75030.0,818.11,115.43,11.34,39.51,15.76,2.66,0.0
20150226:2300,62155.0,650.76,107.97,8.71,30.58,15.79,2.75,0.0
20150227:0000,36485.0,331.61,110.23,4.8,20.14,15.83,2.84,0.0
20150227:0100,2446.0,0.0,42.96,0.8,8.47,14.97,2.02,0.0
20150227:0200,0.0,0.0,0.0,0.0,0.0,14.1,1.2,0.0
20150227:0300,0.0,0.0,0.0,0.0,0.0,13.24,0.39,0.0
20150227:0400,0.0,0.0,0.0,0.0,0.0,13.32,0.75,0.0
20150227:0500,0.0,0.0,0.0,0.0,0.0,13.41,1.11,0.0
20150227:0600,0.0,0.0,0.0,0.0,0.0,13.49,1.48,0.0
20150227:0700,0.0,0.0,0.0,0.0,0.0,13.55,1.25,0.0
20150227:0800,0.0,0.0,0.0,0.0,0.0,13.62,1.03,0.0
20150227:0900,0.0,0.0,0.0,0.0,0.0,13.68,0.8,0.0
20150227:1000,0.0,0.0,0.0,0.0,0.0,13.69,1.34,0.0
20150227:1100,0.0,0.0,0.0,0.0,0.0,13.7,1.89,0.0
20150227:1200,0.0,0.0,0.0,0.0,0.0,13.71,2.43,0.0
20150227:1300,0.0,0.0,0.0,0.0,0.0,13.62,2.43,0.0
20150227:1400,0.0,0.0,0.0,0.0,0.0,13.54,2.43,0.0
20150227:1500,5320.0,63.29,37.1,1.45,6.78,13.45,2.43,0.0
20150227:1600,28320.0,283.57,72.9,4.97,18.56,13.97,2.37,0.0
20150227:1700,50471.0,516.26,94.01,8.36,29.42,14.48,2.32,0.0
20150227:1800,21100.0,25.51,235.12,4.68,38.7,14.99,2.26,0.0
20150227:1900,43545.0,181.47,343.77,8.33,45.32,15.18,2.71,0.0
20150227:2000,28847.0,47.64,302.39,6.15,47.99,15.36,3.15,0.0
20150227:2100,27607.0,44.89,290.32,5.87,45.96,15.54,3.6,0.0
20150227:2200,5791.0,0.0,84.1,1.57,39.81,15.5,3.64,0.0
20150227:2300,10341.0,0.0,137.12,2.56,30.83,15.46,3.67,0.0
20150228:0000,6879.0,0.0,96.9,1.81,20.36,15.42,3.71,0.0
20150228:0100,16514.0,162.15,57.28,1.84,8.66,14.9,2.99,0.0
20150228:0200,0.0,0.0,0.0,0.0,0.0,14.39,2.27,0.0
20150228:0300,0.0,0.0,0.0,0.0,0.0,13.87,1.54,0.0
20150228:0400,0.0,0.0,0.0,0.0,0.0,13.85,1.64,0.0
20150228:0500,0.0,0.0,0.0,0.0,0.0,13.83,1.73,0.0
20150228:0600,0.0,0.0,0.0,0.0,0.0,13.81,1.82,0.0
20150228:0700,0.0,0.0,0.0,0.0,0.0,13.67,2.25,0.0
20150228:0800,0.0,0.0,0.0,0.0,0.0,13.54,2.69,0.0
20150228:0900,0.0,0.0,0.0,0.0,0.0,13.4,3.12,0.0
20150228:1000,0.0,0.0,0.0,0.0,0.0,13.18,2.86,0.0
20150228:1100,0.0,0.0,0.0,0.0,0.0,12.96,2.6,0.0
20150228:1200,0.0,0.0,0.0,0.0,0.0,12.75,2.34,0.0
20150228:1300,0.0,0.0,0.0,0.0,0.0,12.86,2.16,0.0
20150228:1400,0.0,0.0,0.0,0.0,0.0,12.97,1.98,0.0
20150228:1500,5661.0,66.28,38.99,1.55,7.04,13.08,1.79,0.0
20150228:1600,29356.0,291.45,75.0,5.16,18.83,13.26,3.12,0.0
20150228:1700,18705.0,35.0,195.1,4.05,29.72,13.43,4.44,0.0
20150228:1800,37467.0,149.61,292.2,7.1,39.03,13.6,5.77,0.0
20150228:1900,44083.0,174.09,345.36,8.3,45.69,13.56,5.61,0.0
20150228:2000,39421.0,114.57,351.22,7.73,48.37,13.51,5.45,0.0
20150228:2100,53236.0,276.11,352.51,9.32,46.31,13.46,5.3,0.0
20150228:2200,48125.0,261.68,306.03,8.18,40.11,13.3,4.72,0.0
20150228:2300,40685.0,249.83,230.14,6.49,31.09,13.13,4.14,0.0
20150301:0000,43771.0,428.29,92.69,5.55,20.57,12.96,3.56,0.0
20150301:0100,8498.0,60.63,58.48,1.35,8.85,12.94,2.92,0.0
20150301:0200,0.0,0.0,0.0,0.0,0.0,12.93,2.29,0.0
20150301:0300,0.0,0.0,0.0,0.0,0.0,12.91,1.66,0.0
20150301:0400,0.0,0.0,0.0,0.0,0.0,12.7,1.69,0.0
20150301:0500,0.0,0.0,0.0,0.0,0.0,12.48,1.73,0.0
20150301:0600,0.0,0.0,0.0,0.0,0.0,12.26,1.77,0.0
20150301:0700,0.0,0.0,0.0,0.0,0.0,12.17,1.77,0.0
20150301:0800,0.0,0.0,0.0,0.0,0.0,12.08,1.77,0.0
20150301:0900,0.0,0.0,0.0,0.0,0.0,12.0,1.78,0.0
20150301:1000,0.0,0.0,0.0,0.0,0.0,11.84,1.77,0.0
20150301:1100,0.0,0.0,0.0,0.0,0.0,11.69,1.75,0.0
20150301:1200,0.0,0.0,0.0,0.0,0.0,11.54,1.74,0.0
20150301:1300,0.0,0.0,0.0,0.0,0.0,11.83,1.72,0.0
20150301:1400,0.0,0.0,0.0,0.0,0.0,12.12,1.7,0.0
20150301:1500,2612.0,4.77,41.56,0.84,7.29,12.41,1.68,0.0
20150301:1600,17288.0,91.58,127.38,3.48,19.11,12.68,2.13,0.0
20150301:1700,11890.0,2.48,151.05,2.85,30.03,12.95,2.57,0.0
20150301:1800,16085.0,7.56,193.58,3.7,39.37,13.22,3.02,0.0
20150301:1900,70556.0,627.4,232.77,11.81,46.07,13.4,2.86,0.0
20150301:2000,18863.0,11.79,221.42,4.27,48.75,13.58,2.71,0.0
20150301:2100,42263.0,156.22,350.77,8.09,46.66,13.76,2.55,0.0
20150301:2200,22109.0,27.98,242.22,4.8,40.41,13.73,2.77,0.0
20150301:2300,14197.0,8.91,171.13,3.28,31.34,13.7,2.98,0.0
20150302:0000,2182.0,0.0,39.31,0.73,20.78,13.67,3.2,0.0
20150302:0100,3976.0,11.41,51.23,1.01,9.03,13.66,2.75,0.0
20150302:0200,0.0,0.0,0.0,0.0,0.0,13.65,2.3,0.0
20150302:0300,0.0,0.0,0.0,0.0,0.0,13.64,1.85,0.0
20150302:0400,0.0,0.0,0.0,0.0,0.0,13.54,1.6,0.0
20150302:0500,0.0,0.0,0.0,0.0,0.0,13.44,1.34,0.0
20150302:0600,0.0,0.0,0.0,0.0,0.0,13.33,1.09,0.0
20150302:0700,0.0,0.0,0.0,0.0,0.0,13.06,1.23,0.0
20150302:0800,0.0,0.0,0.0,0.0,0.0,12.79,1.37,0.0
20150302:0900,0.0,0.0,0.0,0.0,0.0,12.52,1.52,0.0
20150302:1000,0.0,0.0,0.0,0.0,0.0,12.09,1.66,0.0
20150302:1100,0.0,0.0,0.0,0.0,0.0,11.67,1.81,0.0
20150302:1200,0.0,0.0,0.0,0.0,0.0,11.25,1.96,0.0
20150302:1300,0.0,0.0,0.0,0.0,0.0,11.23,2.42,0.0
20150302:1400,0.0,0.0,0.0,0.0,0.0,11.22,2.88,0.0
20150302:1500,5896.0,68.33,39.29,1.66,7.55,11.2,3.34,0.0
20150302:1600,29625.0,290.99,75.1,5.26,19.38,11.61,3.38,0.0
20150302:1700,27576.0,109.61,219.69,5.38,30.33,12.02,3.42,0.0
20150302:1800,7850.0,0.0,106.95,2.0,39.72,12.43,3.46,0.0
20150302:1900,5719.0,0.0,82.27,1.54,46.44,12.58,3.44,0.0
20150302:2000,62065.0,392.56,351.85,10.79,49.13,12.73,3.43,0.0
20150302:2100,84857.0,923.27,121.65,13.42,47.02,12.88,3.41,0.0
20150302:2200,43103.0,198.95,311.44,7.7,40.71,12.81,3.57,0.0
20150302:2300,64657.0,661.01,110.31,9.08,31.58,12.74,3.73,0.0
20150303:0000,44055.0,429.63,92.99,5.67,20.99,12.67,3.89,0.0
20150303:0100,17595.0,169.71,60.49,2.03,9.22,12.67,3.19,0.0
20150303:0200,0.0,0.0,0.0,0.0,0.0,12.67,2.49,0.0
20150303:0300,0.0,0.0,0.0,0.0,0.0,12.67,1.79,0.0
20150303:0400,0.0,0.0,0.0,0.0,0.0,12.64,1.88,0.0
20150303:0500,0.0,0.0,0.0,0.0,0.0,12.61,1.96,0.0
20150303:0600,0.0,0.0,0.0,0.0,0.0,12.57,2.04,0.0
20150303:0700,0.0,0.0,0.0,0.0,0.0,12.37,1.83,0.0
20150303:0800,0.0,0.0,0.0,0.0,0.0,12.17,1.63,0.0
20150303:0900,0.0,0.0,0.0,0.0,0.0,11.98,1.42,0.0
20150303:1000,0.0,0.0,0.0,0.0,0.0,11.64,1.45,0.0
20150303:1100,0.0,0.0,0.0,0.0,0.0,11.31,1.49,0.0
20150303:1200,0.0,0.0,0.0,0.0,0.0,10.98,1.52,0.0
20150303:1300,0.0,0.0,0.0,0.0,0.0,11.3,1.31,0.0
20150303:1400,0.0,0.0,0.0,0.0,0.0,11.62,1.09,0.0
20150303:1500,6103.0,69.85,41.01,1.74,7.81,11.94,0.88,0.0
20150303:1600,29450.0,294.95,75.87,5.38,19.67,12.5,0.74,0.0
20150303:1700,51166.0,531.84,96.07,8.84,30.64,13.05,0.61,0.0
20150303:1800,66760.0,732.67,110.19,11.63,40.06,13.61,0.47,0.0
20150303:1900,78261.0,876.34,118.37,13.45,46.82,13.86,1.31,0.0
20150303:2000,84308.0,944.85,122.93,14.13,49.52,14.11,2.14,0.0
20150303:2100,84522.0,933.34,122.72,13.62,47.37,14.37,2.98,0.0
20150303:2200,77868.0,835.68,120.07,11.92,41.01,14.33,3.4,0.0
20150303:2300,64752.0,666.75,111.35,9.22,31.83,14.29,3.82,0.0
20150304:0000,44356.0,435.12,94.11,5.79,21.2,14.24,4.23,0.0
20150304:0100,17824.0,172.73,61.6,2.1,9.4,14.15,3.5,0.0
20150304:0200,0.0,0.0,0.0,0.0,0.0,14.06,2.76,0.0
20150304:0300,0.0,0.0,0.0,0.0,0.0,13.96,2.03,0.0
20150304:0400,0.0,0.0,0.0,0.0,0.0,13.88,1.92,0.0
20150304:0500,0.0,0.0,0.0,0.0,0.0,13.8,1.81,0.0
20150304:0600,0.0,0.0,0.0,0.0,0.0,13.72,1.7,0.0
20150304:0700,0.0,0.0,0.0,0.0,0.0,13.64,1.44,0.0
20150304:0800,0.0,0.0,0.0,0.0,0.0,13.56,1.19,0.0
20150304:0900,0.0,0.0,0.0,0.0,0.0,13.48,0.94,0.0
20150304:1000,0.0,0.0,0.0,0.0,0.0,13.3,1.12,0.0
20150304:1100,0.0,0.0,0.0,0.0,0.0,13.13,1.31,0.0
20150304:1200,0.0,0.0,0.0,0.0,0.0,12.95,1.49,0.0
20150304:1300,0.0,0.0,0.0,0.0,0.0,13.01,1.36,0.0
20150304:1400,0.0,0.0,0.0,0.0,0.0,13.08,1.22,0.0
20150304:1500,6358.0,73.51,41.81,1.84,8.08,13.14,1.09,0.0
20150304:1600,30046.0,302.37,76.75,5.55,19.95,13.93,1.26,0.0
20150304:1700,52308.0,542.57,98.2,9.08,30.95,14.73,1.42,0.0
20150304:1800,68815.0,749.55,111.32,11.93,40.41,15.52,1.59,0.0
20150304:1900,79026.0,894.68,120.75,13.79,47.2,15.92,1.44,0.0
20150304:2000,83377.0,964.84,125.41,14.49,49.9,16.33,1.29,0.0
20150304:2100,82047.0,951.27,125.23,13.95,47.72,16.74,1.14,0.0
20150304:2200,76656.0,855.83,121.49,12.24,41.31,16.63,1.77,0.0
20150304:2300,64620.0,685.51,112.91,9.51,32.08,16.52,2.39,0.0
20150305:0000,44883.0,448.5,97.05,6.01,21.41,16.4,3.01,0.0
20150305:0100,18647.0,182.04,64.87,2.24,9.58,16.01,2.67,0.0
20150305:0200,0.0,0.0,0.0,0.0,0.0,15.61,2.33,0.0
20150305:0300,0.0,0.0,0.0,0.0,0.0,15.21,1.99,0.0
20150305:0400,0.0,0.0,0.0,0.0,0.0,14.91,2.03,0.0
20150305:0500,0.0,0.0,0.0,0.0,0.0,14.6,2.07,0.0
20150305:0600,0.0,0.0,0.0,0.0,0.0,14.29,2.11,0.0
20150305:0700,0.0,0.0,0.0,0.0,0.0,13.97,1.76,0.0
20150305:0800,0.0,0.0,0.0,0.0,0.0,13.65,1.4,0.0
20150305:0900,0.0,0.0,0.0,0.0,0.0,13.33,1.05,0.0
20150305:1000,0.0,0.0,0.0,0.0,0.0,13.15,1.21,0.0
20150305:1100,0.0,0.0,0.0,0.0,0.0,12.97,1.37,0.0
20150305:1200,0.0,0.0,0.0,0.0,0.0,12.79,1.53,0.0
20150305:1300,0.0,0.0,0.0,0.0,0.0,12.97,1.43,0.0
20150305:1400,0.0,0.0,0.0,0.0,0.0,13.16,1.33,0.0
20150305:1500,6849.0,79.14,43.69,2.0,8.34,13.34,1.23,0.0
20150305:1600,30897.0,311.98,78.79,5.77,20.23,14.35,1.09,0.0
20150305:1700,52873.0,555.56,99.2,9.34,31.27,15.36,0.95,0.0
20150305:1800,68413.0,760.07,113.46,12.17,40.76,16.37,0.81,0.0
20150305:1900,78684.0,904.02,121.71,14.0,47.58,16.95,1.09,0.0
20150305:2000,83419.0,970.5,126.31,14.65,50.29,17.54,1.37,0.0
20150305:2100,82640.0,954.49,126.1,14.07,48.07,18.13,1.64,0.0
20150305:2200,76724.0,856.6,122.31,12.33,41.6,17.74,2.06,0.0
20150305:2300,64456.0,685.2,113.67,9.58,32.32,17.36,2.47,0.0
20150306:0000,44682.0,447.33,97.74,6.06,21.61,16.97,2.88,0.0
20150306:0100,18749.0,184.67,64.5,2.29,9.77,16.86,2.73,0.0
20150306:0200,0.0,0.0,0.0,0.0,0.0,16.75,2.58,0.0
20150306:0300,0.0,0.0,0.0,0.0,0.0,16.63,2.43,0.0
20150306:0400,0.0,0.0,0.0,0.0,0.0,16.01,2.4,0.0
20150306:0500,0.0,0.0,0.0,0.0,0.0,15.39,2.36,0.0
20150306:0600,0.0,0.0,0.0,0.0,0.0,14.76,2.33,0.0
20150306:0700,0.0,0.0,0.0,0.0,0.0,14.44,2.09,0.0
20150306:0800,0.0,0.0,0.0,0.0,0.0,14.12,1.85,0.0
20150306:0900,0.0,0.0,0.0,0.0,0.0,13.8,1.61,0.0
20150306:1000,0.0,0.0,0.0,0.0,0.0,13.63,1.77,0.0
20150306:1100,0.0,0.0,0.0,0.0,0.0,13.47,1.93,0.0
20150306:1200,0.0,0.0,0.0,0.0,0.0,13.31,2.08,0.0
20150306:1300,0.0,0.0,0.0,0.0,0.0,13.46,1.94,0.0
20150306:1400,0.0,0.0,0.0,0.0,0.0,13.61,1.8,0.0
20150306:1500,7321.0,84.51,45.51,2.15,8.61,13.76,1.66,0.0
20150306:1600,31981.0,322.55,80.83,6.01,20.52,14.92,1.72,0.0
20150306:1700,54401.0,568.37,101.33,9.61,31.58,16.09,1.79,0.0
20150306:1800,70382.0,772.92,114.45,12.43,41.11,17.25,1.86,0.0
20150306:1900,80777.0,915.77,122.7,14.24,47.96,17.82,2.1,0.0
20150306:2000,85358.0,979.93,127.29,14.85,50.68,18.4,2.33,0.0
20150306:2100,84324.0,962.93,127.1,14.25,48.42,18.98,2.57,0.0
20150306:2200,77118.0,865.51,123.36,12.51,41.9,19.15,2.26,0.0
20150306:2300,63982.0,692.07,114.72,9.73,32.57,19.32,1.96,0.0
20150307:0000,44158.0,452.46,98.8,6.18,21.82,19.48,1.66,0.0
20150307:0100,18798.0,187.18,65.51,2.36,9.95,18.89,2.03,0.0
20150307:0200,0.0,0.0,0.0,0.0,0.0,18.3,2.4,0.0
20150307:0300,0.0,0.0,0.0,0.0,0.0,17.7,2.77,0.0
20150307:0400,0.0,0.0,0.0,0.0,0.0,17.25,2.47,0.0
20150307:0500,0.0,0.0,0.0,0.0,0.0,16.79,2.17,0.0
20150307:0600,0.0,0.0,0.0,0.0,0.0,16.33,1.88,0.0
20150307:0700,0.0,0.0,0.0,0.0,0.0,15.77,1.68,0.0
20150307:0800,0.0,0.0,0.0,0.0,0.0,15.2,1.48,0.0
20150307:0900,0.0,0.0,0.0,0.0,0.0,14.64,1.28,0.0
20150307:1000,0.0,0.0,0.0,0.0,0.0,14.41,1.47,0.0
20150307:1100,0.0,0.0,0.0,0.0,0.0,14.19,1.65,0.0
20150307:1200,0.0,0.0,0.0,0.0,0.0,13.97,1.83,0.0
20150307:1300,0.0,0.0,0.0,0.0,0.0,14.09,1.58,0.0
20150307:1400,0.0,0.0,0.0,0.0,0.0,14.21,1.32,0.0
20150307:1500,6972.0,79.46,44.86,2.1,8.88,14.32,1.06,0.0
20150307:1600,30691.0,311.17,78.85,5.87,20.81,15.43,0.99,0.0
20150307:1700,52251.0,551.3,99.27,9.41,31.9,16.53,0.91,0.0
20150307:1800,67548.0,752.75,113.54,12.21,41.46,17.64,0.84,0.0
20150307:1900,77991.0,893.79,121.78,14.0,48.35,18.71,1.46,0.0
20150307:2000,82996.0,959.99,125.18,14.63,51.07,19.78,2.08,0.0
20150307:2100,82345.0,942.52,126.13,14.05,48.77,20.86,2.7,0.0
20150307:2200,75854.0,844.54,122.25,12.31,42.19,19.76,2.65,0.0
20150307:2300,63148.0,671.74,113.39,9.54,32.81,18.66,2.59,0.0
20150308:0000,43638.0,438.8,96.08,6.06,22.02,17.56,2.54,0.0
20150308:0100,18226.0,179.49,63.98,2.32,10.12,17.25,2.35,0.0
20150308:0200,0.0,0.0,0.0,0.0,0.0,16.93,2.17,0.0
20150308:0300,0.0,0.0,0.0,0.0,0.0,16.61,1.99,0.0
20150308:0400,0.0,0.0,0.0,0.0,0.0,16.48,1.6,0.0
20150308:0500,0.0,0.0,0.0,0.0,0.0,16.34,1.2,0.0
20150308:0600,0.0,0.0,0.0,0.0,0.0,16.2,0.81,0.0
20150308:0700,0.0,0.0,0.0,0.0,0.0,16.19,1.09,0.0
20150308:0800,0.0,0.0,0.0,0.0,0.0,16.18,1.37,0.0
20150308:0900,0.0,0.0,0.0,0.0,0.0,16.18,1.66,0.0
20150308:1000,0.0,0.0,0.0,0.0,0.0,16.13,1.6,0.0
20150308:1100,0.0,0.0,0.0,0.0,0.0,16.09,1.54,0.0
20150308:1200,0.0,0.0,0.0,0.0,0.0,16.05,1.48,0.0
20150308:1300,0.0,0.0,0.0,0.0,0.0,15.85,1.54,0.0
20150308:1400,0.0,0.0,0.0,0.0,0.0,15.66,1.6,0.0
20150308:1500,6999.0,80.64,44.51,2.15,9.16,15.46,1.67,0.0
20150308:1600,30617.0,309.1,78.3,5.89,21.1,16.01,1.92,0.0
20150308:1700,52726.0,546.26,99.81,9.41,32.22,16.57,2.17,0.0
20150308:1800,69274.0,749.75,113.02,12.22,41.82,17.12,2.41,0.0
20150308:1900,79795.0,890.6,121.27,14.02,48.74,17.09,2.46,0.0
20150308:2000,84495.0,955.43,125.85,14.65,51.46,17.06,2.5,0.0
20150308:2100,83542.0,940.51,125.63,14.08,49.13,17.04,2.54,0.0
20150308:2200,76593.0,843.98,121.77,12.36,42.48,16.81,2.38,0.0
20150308:2300,63775.0,675.76,113.04,9.65,33.05,16.58,2.22,0.0
20150309:0000,44075.0,442.35,97.05,6.16,22.22,16.35,2.06,0.0
20150309:0100,18752.0,183.96,65.22,2.41,10.3,16.09,1.88,0.0
20150309:0200,0.0,0.0,0.0,0.0,0.0,15.83,1.71,0.0
20150309:0300,0.0,0.0,0.0,0.0,0.0,15.56,1.53,0.0
20150309:0400,0.0,0.0,0.0,0.0,0.0,15.29,1.43,0.0
20150309:0500,0.0,0.0,0.0,0.0,0.0,15.01,1.33,0.0
20150309:0600,0.0,0.0,0.0,0.0,0.0,14.73,1.23,0.0
20150309:0700,0.0,0.0,0.0,0.0,0.0,14.59,1.4,0.0
20150309:0800,0.0,0.0,0.0,0.0,0.0,14.45,1.58,0.0
20150309:0900,0.0,0.0,0.0,0.0,0.0,14.31,1.75,0.0
20150309:1000,0.0,0.0,0.0,0.0,0.0,14.15,1.45,0.0
20150309:1100,0.0,0.0,0.0,0.0,0.0,14.0,1.15,0.0
20150309:1200,0.0,0.0,0.0,0.0,0.0,13.84,0.86,0.0
20150309:1300,0.0,0.0,0.0,0.0,0.0,13.52,0.87,0.0
20150309:1400,0.0,0.0,0.0,0.0,0.0,13.2,0.88,0.0
20150309:1500,7280.0,82.77,45.17,2.24,9.43,12.87,0.9,0.0
20150309:1600,31087.0,311.56,78.98,5.99,21.4,13.5,1.12,0.0
20150309:1700,53163.0,550.68,99.45,9.53,32.54,14.12,1.34,0.0
20150309:1800,69470.0,752.81,113.79,12.34,42.17,14.75,1.56,0.0
20150309:1900,80045.0,893.61,122.08,14.13,49.12,15.13,1.88,0.0
20150309:2000,84957.0,958.48,126.69,14.77,51.85,15.51,2.19,0.0
20150309:2100,84247.0,943.7,126.5,14.2,49.48,15.9,2.51,0.0
20150309:2200,76751.0,843.42,122.54,12.43,42.77,15.9,2.21,0.0
20150309:2300,63442.0,671.27,113.65,9.66,33.29,15.9,1.9,0.0
20150310:0000,43596.0,438.18,96.26,6.16,22.42,15.9,1.6,0.0
20150310:0100,18390.0,180.48,64.23,2.41,10.48,15.77,1.58,0.0
20150310:0200,0.0,0.0,0.0,0.0,0.0,15.64,1.56,0.0
20150310:0300,0.0,0.0,0.0,0.0,0.0,15.51,1.54,0.0
20150310:0400,0.0,0.0,0.0,0.0,0.0,15.28,1.59,0.0
20150310:0500,0.0,0.0,0.0,0.0,0.0,15.05,1.64,0.0
20150310:0600,0.0,0.0,0.0,0.0,0.0,14.81,1.68,0.0
20150310:0700,0.0,0.0,0.0,0.0,0.0,14.63,1.31,0.0
20150310:0800,0.0,0.0,0.0,0.0,0.0,14.45,0.95,0.0
20150310:0900,0.0,0.0,0.0,0.0,0.0,14.27,0.58,0.0
20150310:1000,0.0,0.0,0.0,0.0,0.0,14.14,0.79,0.0
20150310:1100,0.0,0.0,0.0,0.0,0.0,14.01,0.99,0.0
20150310:1200,0.0,0.0,0.0,0.0,0.0,13.88,1.2,0.0
20150310:1300,0.0,0.0,0.0,0.0,0.0,13.95,1.1,0.0
20150310:1400,0.0,0.0,0.0,0.0,0.0,14.02,1.01,0.0
20150310:1500,7319.0,82.92,45.78,2.29,9.71,14.09,0.91,0.0
20150310:1600,16858.0,68.79,147.04,3.69,21.69,15.18,1.02,0.0
20150310:1700,52410.0,549.23,100.08,9.58,32.86,16.28,1.13,0.0
20150310:1800,68136.0,752.25,113.33,12.39,42.53,17.37,1.24,0.0
20150310:1900,73582.0,751.86,185.18,13.21,49.51,17.36,1.73,0.0
20150310:2000,71377.0,605.02,295.32,12.75,52.24,17.35,2.23,0.0
20150310:2100,67150.0,532.04,303.29,11.73,49.83,17.34,2.72,0.0
20150310:2200,54762.0,367.5,304.94,9.56,43.06,17.1,2.4,0.0
20150310:2300,35711.0,184.53,250.24,6.44,33.52,16.87,2.09,0.0
20150311:0000,26269.0,167.89,155.8,4.39,22.62,16.63,1.78,0.0
20150311:0100,18418.0,180.92,65.02,2.46,10.65,16.71,1.79,0.0
20150311:0200,0.0,0.0,0.0,0.0,0.0,16.79,1.8,0.0
20150311:0300,0.0,0.0,0.0,0.0,0.0,16.87,1.81,0.0
20150311:0400,0.0,0.0,0.0,0.0,0.0,16.74,1.27,0.0
20150311:0500,0.0,0.0,0.0,0.0,0.0,16.6,0.73,0.0
20150311:0600,0.0,0.0,0.0,0.0,0.0,16.46,0.19,0.0
20150311:0700,0.0,0.0,0.0,0.0,0.0,16.37,0.41,0.0
20150311:0800,0.0,0.0,0.0,0.0,0.0,16.28,0.63,0.0
20150311:0900,0.0,0.0,0.0,0.0,0.0,16.19,0.84,0.0
20150311:1000,0.0,0.0,0.0,0.0,0.0,16.02,0.85,0.0
20150311:1100,0.0,0.0,0.0,0.0,0.0,15.86,0.85,0.0
20150311:1200,0.0,0.0,0.0,0.0,0.0,15.69,0.86,0.0
20150311:1300,0.0,0.0,0.0,0.0,0.0,15.67,1.12,0.0
20150311:1400,0.0,0.0,0.0,0.0,0.0,15.65,1.39,0.0
20150311:1500,907.0,0.0,21.94,0.41,9.99,15.63,1.66,0.0
20150311:1600,9911.0,6.59,126.67,2.46,21.99,16.17,1.54,0.0
20150311:1700,15325.0,11.56,184.76,3.6,33.19,16.7,1.43,0.0
20150311:1800,41684.0,196.56,316.76,8.3,42.89,17.24,1.31,0.0
20150311:1900,30592.0,53.7,323.67,6.67,49.91,17.33,1.54,0.0
20150311:2000,29337.0,42.48,319.53,6.45,52.64,17.42,1.77,0.0
20150311:2100,22217.0,19.23,257.97,5.04,50.18,17.51,2.0,0.0
20150311:2200,20008.0,17.22,234.11,4.56,43.35,17.45,1.82,0.0
20150311:2300,15333.0,12.5,184.27,3.57,33.76,17.39,1.63,0.0
20150312:0000,12851.0,25.47,142.45,2.88,22.81,17.33,1.45,0.0
20150312:0100,2837.0,0.0,48.45,0.9,10.82,17.46,1.71,0.0
20150312:0200,0.0,0.0,0.0,0.0,0.0,17.59,1.98,0.0
20150312:0300,0.0,0.0,0.0,0.0,0.0,17.72,2.25,0.0
20150312:0400,0.0,0.0,0.0,0.0,0.0,17.58,2.33,0.0
20150312:0500,0.0,0.0,0.0,0.0,0.0,17.44,2.4,0.0
20150312:0600,0.0,0.0,0.0,0.0,0.0,17.29,2.48,0.0
20150312:0700,0.0,0.0,0.0,0.0,0.0,17.09,2.55,0.0
20150312:0800,0.0,0.0,0.0,0.0,0.0,16.88,2.62,0.0
20150312:0900,0.0,0.0,0.0,0.0,0.0,16.68,2.69,0.0
20150312:1000,0.0,0.0,0.0,0.0,0.0,16.37,2.09,0.0
20150312:1100,0.0,0.0,0.0,0.0,0.0,16.06,1.49,0.0
20150312:1200,0.0,0.0,0.0,0.0,0.0,15.75,0.88,0.0
20150312:1300,0.0,0.0,0.0,0.0,0.0,15.73,1.07,0.0
20150312:1400,0.0,0.0,0.0,0.0,0.0,15.71,1.26,0.0
20150312:1500,7441.0,83.29,47.03,2.39,10.27,15.69,1.45,0.0
20150312:1600,30542.0,307.87,79.64,6.11,22.28,16.41,1.42,0.0
20150312:1700,51753.0,540.67,100.1,9.58,33.51,17.13,1.39,0.0
20150312:1800,67251.0,739.31,113.34,12.34,43.25,17.85,1.37,0.0
20150312:1900,76888.0,878.17,121.65,14.12,50.3,18.18,1.26,0.0
20150312:2000,81008.0,943.83,126.29,14.77,53.03,18.52,1.16,0.0
20150312:2100,79715.0,928.81,126.05,14.2,50.53,18.86,1.06,0.0
20150312:2200,73602.0,833.84,122.14,12.5,43.64,18.8,1.17,0.0
20150312:2300,61520.0,665.0,113.21,9.76,33.99,18.75,1.28,0.0
20150313:0000,42734.0,434.99,97.07,6.3,23.01,18.69,1.39,0.0
20150313:0100,18275.0,181.72,65.27,2.54,11.0,18.68,1.31,0.0
20150313:0200,0.0,0.0,0.0,0.0,0.0,18.67,1.24,0.0
20150313:0300,0.0,0.0,0.0,0.0,0.0,18.65,1.16,0.0
20150313:0400,0.0,0.0,0.0,0.0,0.0,18.43,1.43,0.0
20150313:0500,0.0,0.0,0.0,0.0,0.0,18.21,1.71,0.0
20150313:0600,0.0,0.0,0.0,0.0,0.0,17.98,1.99,0.0
20150313:0700,0.0,0.0,0.0,0.0,0.0,17.61,2.0,0.0
20150313:0800,0.0,0.0,0.0,0.0,0.0,17.24,2.0,0.0
20150313:0900,0.0,0.0,0.0,0.0,0.0,16.88,2.01,0.0
20150313:1000,0.0,0.0,0.0,0.0,0.0,16.61,2.09,0.0
20150313:1100,0.0,0.0,0.0,0.0,0.0,16.34,2.16,0.0
